age,race,sex,priors_count,c_charge_degree,days_served,two_year_recid
46.0,0.0,1.0,17.0,0.0,6.18,1.0
27.0,0.0,1.0,9.0,0.0,24.33,1.0
32.0,0.0,0.0,0.0,0.0,0.74,0.0
24.0,1.0,1.0,1.0,1.0,2.91,0.0
31.0,0.0,1.0,15.0,0.0,-0.18,0.0
27.0,0.0,1.0,9.0,0.0,52.12,1.0
58.0,1.0,1.0,4.0,0.0,0.9,1.0
30.0,1.0,0.0,2.0,1.0,1.17,1.0
33.0,0.0,1.0,0.0,0.0,3.78,1.0
37.0,0.0,1.0,22.0,0.0,81.42,1.0
42.0,1.0,1.0,0.0,0.0,1.04,0.0
25.0,0.0,1.0,1.0,1.0,0.83,1.0
45.0,0.0,0.0,0.0,0.0,0.77,0.0
35.0,0.0,1.0,0.0,0.0,0.8,0.0
29.0,0.0,1.0,4.0,0.0,1.92,1.0
39.0,1.0,1.0,0.0,1.0,0.77,0.0
47.0,0.0,1.0,3.0,0.0,11.24,1.0
34.0,0.0,0.0,1.0,0.0,116.02,1.0
31.0,0.0,1.0,1.0,1.0,0.96,1.0
35.0,1.0,1.0,3.0,1.0,1.26,0.0
22.0,0.0,1.0,2.0,0.0,0.86,0.0
40.0,1.0,1.0,0.0,1.0,0.6,1.0
22.0,0.0,1.0,0.0,0.0,1.37,1.0
63.0,1.0,0.0,0.0,1.0,0.82,0.0
30.0,1.0,1.0,2.0,0.0,0.99,0.0
41.0,1.0,1.0,0.0,1.0,-0.16,0.0
46.0,1.0,0.0,1.0,0.0,29.92,0.0
29.0,0.0,1.0,0.0,1.0,1.03,1.0
28.0,1.0,1.0,2.0,1.0,1.22,1.0
20.0,0.0,1.0,0.0,0.0,30.08,0.0
26.0,0.0,1.0,0.0,1.0,0.98,1.0
27.0,1.0,0.0,0.0,1.0,1.18,0.0
24.0,0.0,0.0,3.0,1.0,2.94,1.0
38.0,0.0,1.0,3.0,0.0,1.24,0.0
60.0,0.0,1.0,3.0,1.0,0.89,0.0
23.0,0.0,0.0,0.0,0.0,3.79,1.0
39.0,0.0,0.0,1.0,0.0,62.74,0.0
32.0,1.0,0.0,2.0,0.0,32.85,1.0
65.0,0.0,0.0,0.0,0.0,0.99,0.0
58.0,0.0,1.0,16.0,0.0,68.41,1.0
43.0,0.0,1.0,9.0,0.0,0.98,1.0
23.0,0.0,1.0,0.0,1.0,0.98,1.0
28.0,0.0,1.0,7.0,0.0,1.9,1.0
30.0,0.0,1.0,6.0,0.0,2.93,1.0
39.0,0.0,1.0,1.0,0.0,13.65,0.0
30.0,1.0,1.0,3.0,1.0,0.66,0.0
36.0,0.0,1.0,2.0,0.0,-0.39,1.0
46.0,0.0,0.0,4.0,0.0,0.77,0.0
30.0,0.0,1.0,1.0,1.0,0.92,0.0
20.0,0.0,1.0,1.0,0.0,16.22,1.0
42.0,1.0,0.0,0.0,1.0,1.07,0.0
47.0,1.0,1.0,0.0,1.0,1.09,0.0
25.0,0.0,0.0,0.0,0.0,1.11,1.0
39.0,1.0,1.0,0.0,0.0,1.08,0.0
29.0,1.0,0.0,20.0,0.0,56.26,1.0
24.0,0.0,1.0,3.0,1.0,6.61,0.0
34.0,0.0,0.0,6.0,0.0,0.7,0.0
22.0,0.0,1.0,0.0,0.0,1.09,1.0
35.0,1.0,1.0,1.0,1.0,4.25,1.0
21.0,1.0,1.0,0.0,1.0,0.99,1.0
45.0,0.0,1.0,7.0,0.0,1.1,0.0
37.0,0.0,1.0,4.0,0.0,1.04,0.0
67.0,1.0,0.0,0.0,1.0,0.76,0.0
36.0,0.0,0.0,1.0,0.0,0.76,1.0
33.0,1.0,1.0,0.0,1.0,0.97,0.0
61.0,1.0,1.0,4.0,0.0,1.77,0.0
59.0,0.0,1.0,13.0,0.0,242.31,1.0
45.0,1.0,1.0,2.0,0.0,7.98,0.0
29.0,1.0,1.0,1.0,0.0,14.23,0.0
29.0,1.0,1.0,14.0,0.0,0.07,1.0
24.0,0.0,1.0,7.0,0.0,199.79,1.0
56.0,0.0,0.0,1.0,0.0,1.04,0.0
26.0,0.0,1.0,4.0,1.0,1.03,1.0
40.0,1.0,1.0,5.0,0.0,0.64,1.0
32.0,0.0,1.0,3.0,0.0,37.29,1.0
50.0,1.0,0.0,0.0,1.0,1.77,0.0
39.0,1.0,1.0,2.0,0.0,8.19,0.0
22.0,0.0,1.0,0.0,0.0,9.38,0.0
39.0,0.0,1.0,2.0,1.0,1.17,1.0
29.0,0.0,1.0,7.0,0.0,4.01,1.0
20.0,0.0,0.0,2.0,0.0,23.12,1.0
42.0,0.0,1.0,7.0,0.0,0.68,0.0
64.0,1.0,0.0,0.0,1.0,1.0,0.0
26.0,0.0,1.0,5.0,0.0,6.05,1.0
23.0,0.0,1.0,7.0,0.0,1.22,1.0
20.0,1.0,1.0,0.0,1.0,-0.15,0.0
25.0,0.0,1.0,0.0,1.0,0.81,0.0
56.0,1.0,1.0,0.0,1.0,-0.44,1.0
58.0,1.0,1.0,7.0,0.0,185.72,1.0
38.0,0.0,1.0,19.0,0.0,0.93,1.0
39.0,0.0,0.0,1.0,0.0,2.88,1.0
40.0,1.0,1.0,8.0,0.0,6.82,1.0
31.0,0.0,1.0,6.0,0.0,0.15,0.0
20.0,0.0,1.0,0.0,0.0,209.9,1.0
50.0,1.0,1.0,1.0,0.0,9.18,0.0
28.0,0.0,1.0,0.0,1.0,5.19,0.0
21.0,0.0,1.0,2.0,0.0,36.17,0.0
26.0,0.0,1.0,2.0,0.0,3.82,1.0
49.0,1.0,1.0,0.0,0.0,0.96,0.0
26.0,1.0,1.0,1.0,0.0,1.06,1.0
34.0,1.0,1.0,3.0,1.0,1.0,1.0
57.0,1.0,1.0,1.0,0.0,0.74,0.0
30.0,0.0,1.0,19.0,0.0,9.26,1.0
42.0,0.0,1.0,0.0,0.0,34.06,1.0
23.0,1.0,1.0,1.0,0.0,1.29,0.0
20.0,0.0,1.0,1.0,0.0,1.0,1.0
41.0,0.0,1.0,0.0,0.0,177.09,0.0
38.0,1.0,1.0,0.0,1.0,0.15,0.0
26.0,0.0,0.0,3.0,0.0,27.37,0.0
22.0,0.0,1.0,0.0,0.0,1.05,0.0
22.0,1.0,1.0,4.0,1.0,2.9,1.0
21.0,0.0,1.0,1.0,0.0,3.26,0.0
39.0,0.0,1.0,7.0,0.0,0.16,1.0
51.0,0.0,1.0,17.0,0.0,0.87,1.0
36.0,1.0,0.0,7.0,0.0,7.17,1.0
41.0,1.0,0.0,0.0,1.0,0.71,0.0
28.0,0.0,1.0,0.0,1.0,0.21,1.0
29.0,0.0,1.0,2.0,0.0,1.16,1.0
45.0,0.0,1.0,1.0,1.0,2.1,0.0
30.0,0.0,1.0,0.0,0.0,0.92,1.0
50.0,1.0,1.0,2.0,1.0,0.78,1.0
34.0,0.0,1.0,4.0,1.0,1.01,0.0
50.0,1.0,0.0,1.0,1.0,0.9,1.0
53.0,0.0,1.0,15.0,0.0,80.92,1.0
25.0,0.0,1.0,7.0,0.0,20.21,1.0
46.0,1.0,1.0,0.0,0.0,0.86,0.0
30.0,0.0,0.0,2.0,0.0,2.8,0.0
26.0,1.0,1.0,2.0,0.0,0.99,1.0
30.0,0.0,0.0,2.0,0.0,0.92,0.0
27.0,0.0,0.0,0.0,1.0,1.14,0.0
40.0,0.0,1.0,2.0,0.0,3.19,0.0
29.0,0.0,1.0,0.0,0.0,2.85,0.0
47.0,0.0,1.0,23.0,0.0,403.41,1.0
69.0,0.0,1.0,22.0,1.0,1.15,0.0
35.0,0.0,1.0,1.0,1.0,1.27,0.0
56.0,1.0,1.0,0.0,1.0,0.97,0.0
53.0,1.0,1.0,0.0,1.0,3.96,1.0
63.0,1.0,1.0,10.0,0.0,2.08,1.0
32.0,1.0,1.0,2.0,0.0,1.01,0.0
28.0,0.0,1.0,5.0,1.0,1.13,0.0
35.0,0.0,1.0,8.0,1.0,9.0,0.0
24.0,0.0,1.0,1.0,1.0,-0.44,1.0
22.0,1.0,1.0,3.0,0.0,1.3,1.0
39.0,0.0,0.0,4.0,0.0,3.22,0.0
53.0,1.0,1.0,0.0,1.0,0.82,0.0
43.0,0.0,0.0,0.0,0.0,-0.12,0.0
71.0,1.0,1.0,3.0,1.0,0.13,0.0
20.0,1.0,1.0,1.0,0.0,13.01,1.0
48.0,1.0,1.0,1.0,1.0,0.25,1.0
22.0,0.0,1.0,1.0,0.0,0.87,0.0
54.0,0.0,1.0,0.0,1.0,1.14,0.0
23.0,0.0,1.0,3.0,0.0,6.05,1.0
22.0,1.0,1.0,0.0,1.0,1.02,1.0
52.0,0.0,1.0,3.0,0.0,24.92,1.0
38.0,1.0,1.0,2.0,0.0,19.04,0.0
24.0,1.0,1.0,0.0,0.0,2.27,0.0
44.0,1.0,1.0,4.0,0.0,1.01,0.0
20.0,0.0,1.0,2.0,0.0,2.14,1.0
41.0,1.0,1.0,5.0,1.0,0.73,1.0
21.0,0.0,0.0,0.0,0.0,33.02,1.0
41.0,1.0,1.0,3.0,1.0,1.91,1.0
25.0,0.0,1.0,5.0,0.0,0.98,1.0
23.0,0.0,0.0,0.0,0.0,0.83,0.0
71.0,1.0,1.0,13.0,0.0,0.63,0.0
27.0,0.0,1.0,6.0,0.0,1.92,1.0
41.0,0.0,1.0,0.0,0.0,0.83,0.0
26.0,0.0,1.0,2.0,0.0,7.34,0.0
34.0,1.0,0.0,2.0,0.0,1.13,0.0
42.0,0.0,1.0,3.0,0.0,1.09,0.0
55.0,1.0,1.0,2.0,1.0,0.74,1.0
29.0,0.0,1.0,0.0,0.0,0.66,0.0
55.0,1.0,1.0,0.0,0.0,0.86,0.0
30.0,0.0,1.0,8.0,0.0,1.93,1.0
28.0,1.0,1.0,0.0,1.0,1.15,1.0
21.0,0.0,1.0,0.0,0.0,46.98,0.0
29.0,0.0,0.0,5.0,0.0,1.21,0.0
23.0,0.0,1.0,6.0,0.0,135.97,1.0
21.0,0.0,1.0,0.0,0.0,1.09,0.0
55.0,1.0,1.0,0.0,1.0,0.85,0.0
25.0,0.0,1.0,14.0,0.0,7.14,1.0
35.0,0.0,0.0,2.0,0.0,14.13,0.0
25.0,0.0,1.0,2.0,1.0,0.89,1.0
33.0,0.0,0.0,1.0,0.0,0.61,0.0
34.0,0.0,1.0,7.0,0.0,-0.45,1.0
25.0,1.0,1.0,1.0,1.0,3.05,1.0
36.0,0.0,1.0,1.0,1.0,1.17,0.0
29.0,0.0,1.0,2.0,1.0,2.1,1.0
60.0,0.0,1.0,13.0,0.0,0.96,0.0
32.0,1.0,0.0,0.0,0.0,1.01,0.0
37.0,1.0,1.0,3.0,0.0,241.99,0.0
34.0,1.0,0.0,1.0,1.0,1.09,0.0
21.0,0.0,1.0,0.0,0.0,1.73,0.0
52.0,1.0,0.0,0.0,1.0,1.18,0.0
24.0,1.0,0.0,0.0,1.0,0.69,0.0
36.0,0.0,0.0,1.0,1.0,0.93,0.0
47.0,1.0,1.0,1.0,1.0,0.23,0.0
21.0,0.0,1.0,0.0,0.0,0.19,1.0
22.0,0.0,0.0,0.0,0.0,0.85,0.0
31.0,0.0,1.0,10.0,0.0,4.66,1.0
23.0,0.0,1.0,0.0,0.0,1.06,0.0
51.0,0.0,1.0,17.0,1.0,0.24,0.0
53.0,1.0,1.0,1.0,1.0,1.1,0.0
22.0,1.0,0.0,3.0,0.0,2.64,1.0
55.0,0.0,1.0,1.0,0.0,9.27,0.0
43.0,1.0,1.0,6.0,1.0,0.63,1.0
33.0,0.0,0.0,0.0,0.0,2.28,0.0
40.0,1.0,1.0,9.0,0.0,0.95,0.0
20.0,0.0,0.0,0.0,0.0,-0.14,0.0
30.0,1.0,0.0,4.0,0.0,29.63,0.0
34.0,1.0,1.0,5.0,0.0,1.06,0.0
28.0,0.0,0.0,5.0,1.0,2.0,0.0
63.0,1.0,1.0,0.0,1.0,0.25,0.0
32.0,0.0,1.0,4.0,0.0,1.08,1.0
22.0,0.0,1.0,1.0,1.0,0.96,1.0
30.0,1.0,0.0,7.0,1.0,17.92,0.0
30.0,0.0,1.0,13.0,0.0,475.0,1.0
21.0,1.0,1.0,0.0,0.0,7.17,1.0
24.0,0.0,1.0,10.0,0.0,0.23,1.0
25.0,0.0,1.0,1.0,1.0,0.04,0.0
27.0,0.0,1.0,7.0,0.0,2.12,1.0
40.0,1.0,1.0,4.0,0.0,1.14,0.0
25.0,1.0,1.0,1.0,0.0,1.18,0.0
32.0,0.0,1.0,7.0,0.0,37.04,1.0
37.0,0.0,1.0,8.0,0.0,1.06,0.0
33.0,1.0,0.0,3.0,0.0,1.9,1.0
31.0,0.0,1.0,2.0,1.0,2.04,0.0
57.0,0.0,1.0,27.0,1.0,9.06,0.0
24.0,0.0,1.0,1.0,1.0,2.27,0.0
37.0,1.0,0.0,1.0,0.0,1.01,0.0
52.0,1.0,0.0,1.0,0.0,3.23,0.0
47.0,0.0,0.0,19.0,0.0,30.87,1.0
55.0,1.0,1.0,0.0,0.0,2.16,0.0
47.0,0.0,0.0,4.0,1.0,0.94,0.0
19.0,0.0,1.0,2.0,0.0,1.19,1.0
21.0,0.0,1.0,1.0,1.0,15.84,0.0
30.0,0.0,1.0,18.0,1.0,17.87,0.0
47.0,0.0,1.0,1.0,0.0,1.0,0.0
20.0,0.0,1.0,0.0,0.0,-0.45,1.0
24.0,0.0,1.0,9.0,1.0,3.11,1.0
56.0,1.0,0.0,1.0,0.0,1.06,0.0
22.0,0.0,1.0,2.0,1.0,54.72,1.0
28.0,0.0,0.0,4.0,0.0,0.25,0.0
21.0,0.0,1.0,1.0,0.0,1.0,0.0
22.0,0.0,1.0,1.0,0.0,0.65,1.0
27.0,1.0,0.0,0.0,0.0,0.26,0.0
43.0,1.0,1.0,0.0,1.0,0.86,0.0
31.0,1.0,1.0,2.0,0.0,0.94,1.0
33.0,0.0,1.0,18.0,0.0,1.16,1.0
22.0,0.0,0.0,0.0,0.0,0.26,0.0
41.0,1.0,1.0,0.0,1.0,0.36,0.0
67.0,1.0,1.0,1.0,0.0,0.56,0.0
20.0,0.0,1.0,0.0,0.0,1.86,0.0
54.0,0.0,1.0,12.0,1.0,118.02,1.0
79.0,1.0,1.0,1.0,1.0,1.13,0.0
44.0,0.0,1.0,0.0,1.0,0.11,0.0
30.0,0.0,1.0,11.0,0.0,0.96,0.0
31.0,0.0,1.0,15.0,0.0,135.97,0.0
24.0,0.0,1.0,0.0,0.0,1.11,0.0
37.0,1.0,1.0,1.0,1.0,0.65,1.0
23.0,0.0,1.0,0.0,0.0,0.28,0.0
58.0,0.0,1.0,0.0,0.0,1.17,1.0
24.0,0.0,0.0,6.0,1.0,310.01,0.0
26.0,0.0,1.0,2.0,0.0,0.76,0.0
30.0,0.0,1.0,0.0,1.0,1.26,0.0
21.0,0.0,1.0,0.0,0.0,2.23,0.0
60.0,1.0,1.0,0.0,1.0,3.07,1.0
24.0,0.0,0.0,2.0,0.0,58.0,1.0
21.0,0.0,1.0,1.0,0.0,2.2,0.0
50.0,1.0,1.0,1.0,0.0,1.09,0.0
34.0,0.0,1.0,27.0,0.0,118.09,1.0
72.0,1.0,1.0,7.0,0.0,-0.43,0.0
49.0,1.0,1.0,12.0,1.0,21.66,0.0
29.0,1.0,1.0,0.0,1.0,0.99,0.0
28.0,0.0,1.0,2.0,0.0,2.03,1.0
28.0,0.0,1.0,4.0,1.0,34.09,1.0
57.0,1.0,0.0,0.0,1.0,0.93,0.0
38.0,1.0,1.0,0.0,0.0,2.27,0.0
24.0,1.0,0.0,1.0,0.0,0.81,0.0
54.0,0.0,1.0,11.0,0.0,129.88,0.0
51.0,1.0,1.0,3.0,0.0,1.12,1.0
25.0,1.0,1.0,0.0,1.0,21.36,1.0
26.0,1.0,0.0,4.0,0.0,0.58,1.0
65.0,0.0,1.0,7.0,1.0,0.91,0.0
24.0,1.0,1.0,1.0,0.0,1.0,0.0
37.0,1.0,1.0,5.0,0.0,10.96,0.0
25.0,0.0,1.0,1.0,0.0,1.18,1.0
38.0,0.0,1.0,9.0,0.0,2.9,0.0
42.0,1.0,1.0,5.0,0.0,31.11,0.0
52.0,1.0,0.0,0.0,1.0,0.93,0.0
32.0,0.0,1.0,19.0,0.0,14.99,1.0
37.0,0.0,1.0,3.0,0.0,1.27,0.0
34.0,0.0,1.0,1.0,0.0,0.96,0.0
47.0,1.0,1.0,0.0,1.0,0.64,0.0
47.0,1.0,1.0,3.0,0.0,2.03,0.0
30.0,0.0,1.0,2.0,0.0,1.73,1.0
49.0,0.0,1.0,4.0,0.0,1.14,0.0
52.0,0.0,0.0,8.0,0.0,43.06,0.0
31.0,0.0,1.0,10.0,0.0,8.04,1.0
47.0,1.0,1.0,1.0,0.0,0.87,1.0
51.0,1.0,0.0,0.0,1.0,8.0,1.0
25.0,0.0,1.0,0.0,1.0,1.02,0.0
27.0,0.0,0.0,4.0,0.0,0.99,1.0
43.0,0.0,1.0,1.0,1.0,5.24,1.0
28.0,0.0,1.0,7.0,0.0,1.02,1.0
39.0,0.0,1.0,3.0,0.0,1.25,0.0
23.0,1.0,1.0,3.0,0.0,9.67,0.0
26.0,1.0,0.0,0.0,0.0,0.6,0.0
26.0,0.0,1.0,8.0,0.0,1.29,1.0
23.0,0.0,1.0,0.0,1.0,1.11,1.0
39.0,0.0,1.0,2.0,1.0,1.11,0.0
55.0,0.0,0.0,1.0,1.0,2.13,0.0
30.0,0.0,1.0,7.0,0.0,38.7,1.0
28.0,0.0,1.0,8.0,1.0,0.93,1.0
46.0,1.0,1.0,2.0,0.0,0.73,0.0
41.0,0.0,1.0,1.0,1.0,1.85,0.0
27.0,0.0,1.0,5.0,0.0,0.6,1.0
32.0,0.0,1.0,0.0,0.0,1.15,0.0
49.0,1.0,0.0,8.0,0.0,8.7,0.0
28.0,0.0,1.0,0.0,1.0,0.22,0.0
33.0,0.0,1.0,18.0,0.0,0.89,1.0
23.0,1.0,1.0,0.0,0.0,1.22,0.0
35.0,0.0,1.0,16.0,0.0,191.23,1.0
73.0,1.0,1.0,0.0,1.0,1.02,0.0
67.0,1.0,1.0,0.0,1.0,1.05,0.0
24.0,0.0,1.0,0.0,0.0,-0.47,0.0
21.0,1.0,1.0,1.0,0.0,48.89,1.0
55.0,0.0,1.0,0.0,0.0,1.76,1.0
53.0,0.0,1.0,6.0,1.0,8.05,1.0
26.0,1.0,1.0,2.0,0.0,3.16,0.0
22.0,0.0,0.0,0.0,0.0,5.94,0.0
53.0,1.0,1.0,0.0,0.0,0.05,0.0
38.0,0.0,1.0,0.0,0.0,2.0,0.0
20.0,0.0,1.0,0.0,0.0,1.12,1.0
21.0,1.0,1.0,4.0,1.0,33.06,1.0
24.0,0.0,1.0,0.0,1.0,1.09,1.0
50.0,0.0,0.0,3.0,0.0,-0.16,0.0
33.0,0.0,1.0,9.0,1.0,1.04,1.0
48.0,0.0,1.0,7.0,1.0,4.32,1.0
39.0,1.0,1.0,1.0,1.0,3.92,0.0
40.0,1.0,1.0,0.0,0.0,22.28,0.0
22.0,0.0,1.0,1.0,0.0,36.43,0.0
38.0,1.0,0.0,5.0,0.0,41.77,1.0
23.0,1.0,1.0,11.0,0.0,3.91,1.0
23.0,1.0,1.0,0.0,0.0,1.81,1.0
33.0,1.0,1.0,7.0,0.0,0.82,1.0
25.0,0.0,0.0,2.0,1.0,0.76,0.0
55.0,0.0,1.0,0.0,0.0,1.1,0.0
63.0,1.0,1.0,5.0,1.0,4.03,0.0
37.0,0.0,0.0,13.0,0.0,1.63,0.0
30.0,1.0,0.0,0.0,0.0,2.87,1.0
27.0,0.0,1.0,9.0,0.0,0.98,1.0
36.0,0.0,1.0,4.0,1.0,2.13,0.0
21.0,1.0,1.0,1.0,1.0,0.68,0.0
47.0,1.0,1.0,2.0,1.0,27.87,0.0
57.0,1.0,0.0,0.0,1.0,1.89,1.0
26.0,0.0,1.0,4.0,0.0,0.88,1.0
24.0,1.0,1.0,1.0,0.0,21.66,1.0
31.0,1.0,1.0,2.0,0.0,16.14,0.0
54.0,1.0,0.0,1.0,1.0,1.0,0.0
30.0,0.0,1.0,21.0,0.0,0.63,1.0
32.0,0.0,1.0,0.0,0.0,-0.27,0.0
51.0,0.0,1.0,3.0,0.0,0.33,0.0
56.0,0.0,0.0,1.0,0.0,0.85,1.0
36.0,0.0,1.0,5.0,0.0,11.14,0.0
46.0,0.0,1.0,0.0,1.0,1.14,0.0
28.0,0.0,1.0,12.0,0.0,76.27,1.0
36.0,0.0,1.0,0.0,0.0,0.83,0.0
26.0,0.0,1.0,6.0,0.0,1.01,1.0
41.0,1.0,1.0,0.0,0.0,1.01,0.0
21.0,0.0,0.0,2.0,0.0,79.75,0.0
37.0,1.0,1.0,0.0,0.0,35.01,1.0
60.0,0.0,1.0,19.0,0.0,39.01,1.0
34.0,0.0,1.0,10.0,0.0,2.25,1.0
24.0,1.0,1.0,4.0,1.0,0.93,0.0
24.0,0.0,1.0,1.0,0.0,0.71,0.0
30.0,0.0,1.0,14.0,0.0,22.94,1.0
45.0,1.0,1.0,3.0,0.0,0.04,1.0
49.0,1.0,1.0,1.0,1.0,0.89,0.0
25.0,0.0,1.0,4.0,0.0,43.25,1.0
51.0,0.0,1.0,14.0,0.0,7.91,0.0
27.0,0.0,1.0,6.0,1.0,0.93,1.0
52.0,0.0,1.0,1.0,0.0,0.97,0.0
31.0,0.0,1.0,7.0,1.0,1.1,0.0
24.0,1.0,1.0,1.0,1.0,1.04,0.0
19.0,0.0,1.0,3.0,0.0,30.15,1.0
24.0,1.0,1.0,3.0,0.0,0.84,0.0
26.0,0.0,1.0,5.0,0.0,0.95,1.0
24.0,1.0,1.0,6.0,0.0,7.21,0.0
25.0,1.0,1.0,0.0,1.0,0.2,1.0
33.0,1.0,0.0,1.0,1.0,4.25,1.0
50.0,1.0,1.0,5.0,0.0,1.07,1.0
21.0,1.0,1.0,2.0,0.0,5.92,1.0
22.0,0.0,1.0,0.0,0.0,1.61,1.0
31.0,0.0,1.0,23.0,0.0,55.14,1.0
22.0,1.0,0.0,0.0,0.0,1.02,1.0
30.0,0.0,1.0,2.0,1.0,1.02,0.0
25.0,0.0,1.0,0.0,0.0,0.34,0.0
25.0,1.0,0.0,2.0,0.0,0.89,1.0
28.0,1.0,1.0,0.0,1.0,1.85,0.0
25.0,0.0,1.0,0.0,0.0,1.07,0.0
25.0,0.0,1.0,13.0,0.0,36.34,1.0
25.0,0.0,1.0,9.0,0.0,2.29,0.0
71.0,0.0,1.0,8.0,0.0,24.91,0.0
28.0,0.0,1.0,5.0,1.0,51.69,1.0
30.0,1.0,1.0,1.0,1.0,35.24,0.0
35.0,1.0,1.0,2.0,1.0,0.81,0.0
22.0,1.0,1.0,0.0,0.0,-0.21,0.0
31.0,0.0,1.0,0.0,1.0,0.13,0.0
32.0,1.0,1.0,15.0,0.0,90.94,1.0
26.0,1.0,1.0,0.0,1.0,0.87,0.0
22.0,0.0,1.0,2.0,0.0,16.0,1.0
27.0,0.0,1.0,0.0,1.0,5.07,1.0
24.0,0.0,1.0,4.0,0.0,51.03,1.0
23.0,1.0,1.0,3.0,0.0,244.93,1.0
37.0,0.0,1.0,14.0,0.0,1.06,0.0
53.0,1.0,1.0,1.0,1.0,0.94,0.0
32.0,0.0,0.0,11.0,0.0,0.25,0.0
30.0,1.0,1.0,1.0,1.0,3.81,0.0
30.0,1.0,1.0,9.0,1.0,7.03,1.0
23.0,0.0,1.0,1.0,0.0,35.79,0.0
21.0,1.0,1.0,0.0,0.0,1.05,1.0
21.0,0.0,1.0,5.0,1.0,1.03,1.0
42.0,1.0,1.0,0.0,0.0,1.81,0.0
32.0,0.0,1.0,15.0,0.0,7.1,1.0
27.0,0.0,1.0,2.0,0.0,20.92,0.0
22.0,1.0,1.0,1.0,1.0,24.1,0.0
39.0,0.0,1.0,0.0,1.0,1.18,0.0
24.0,0.0,1.0,4.0,0.0,26.86,1.0
31.0,0.0,1.0,6.0,1.0,48.82,1.0
55.0,0.0,1.0,1.0,0.0,0.73,0.0
40.0,0.0,1.0,0.0,0.0,1.12,0.0
25.0,1.0,1.0,4.0,0.0,5.37,1.0
24.0,1.0,0.0,0.0,0.0,0.76,0.0
23.0,0.0,1.0,0.0,1.0,0.98,0.0
42.0,0.0,0.0,1.0,0.0,-0.26,0.0
59.0,0.0,1.0,8.0,0.0,5.16,0.0
19.0,0.0,1.0,1.0,1.0,9.1,1.0
26.0,1.0,0.0,3.0,0.0,1.1,1.0
20.0,0.0,1.0,0.0,0.0,0.73,1.0
24.0,0.0,0.0,0.0,1.0,0.95,0.0
25.0,1.0,1.0,0.0,1.0,0.62,0.0
33.0,1.0,1.0,3.0,1.0,0.27,0.0
24.0,0.0,1.0,1.0,0.0,0.71,1.0
23.0,0.0,0.0,0.0,0.0,0.27,0.0
23.0,1.0,0.0,0.0,0.0,0.28,0.0
34.0,1.0,1.0,0.0,1.0,0.06,0.0
21.0,1.0,1.0,1.0,0.0,0.95,0.0
37.0,1.0,1.0,4.0,1.0,0.8,0.0
42.0,1.0,0.0,0.0,1.0,0.63,0.0
23.0,0.0,1.0,1.0,0.0,3.69,1.0
55.0,1.0,1.0,0.0,0.0,1.0,0.0
29.0,0.0,1.0,16.0,0.0,0.72,1.0
37.0,0.0,1.0,0.0,0.0,13.13,0.0
65.0,1.0,0.0,1.0,1.0,1.11,1.0
36.0,0.0,1.0,0.0,0.0,0.19,0.0
39.0,1.0,0.0,0.0,1.0,0.96,0.0
26.0,0.0,1.0,0.0,0.0,1.94,0.0
29.0,0.0,1.0,3.0,0.0,-0.43,1.0
28.0,1.0,1.0,9.0,0.0,8.12,1.0
23.0,0.0,0.0,0.0,0.0,1.03,0.0
41.0,0.0,0.0,0.0,1.0,0.96,0.0
33.0,0.0,0.0,0.0,1.0,7.18,0.0
25.0,0.0,1.0,4.0,1.0,9.04,1.0
24.0,1.0,1.0,0.0,0.0,2.25,0.0
38.0,1.0,0.0,0.0,0.0,1.02,1.0
34.0,1.0,0.0,15.0,0.0,3.29,1.0
41.0,1.0,1.0,1.0,0.0,2.08,0.0
20.0,0.0,1.0,0.0,1.0,0.96,1.0
41.0,1.0,1.0,5.0,0.0,1.06,0.0
41.0,1.0,0.0,9.0,1.0,0.67,1.0
25.0,0.0,1.0,0.0,0.0,90.25,1.0
30.0,1.0,1.0,22.0,0.0,3.09,1.0
21.0,0.0,0.0,2.0,0.0,1.03,0.0
28.0,0.0,1.0,12.0,1.0,1.06,1.0
21.0,0.0,1.0,2.0,0.0,86.07,1.0
24.0,0.0,1.0,5.0,0.0,1.2,1.0
23.0,1.0,1.0,4.0,1.0,0.86,1.0
51.0,1.0,1.0,0.0,0.0,1.01,0.0
52.0,0.0,1.0,9.0,1.0,38.93,1.0
66.0,0.0,0.0,11.0,0.0,5.82,1.0
36.0,1.0,1.0,0.0,1.0,5.91,1.0
53.0,0.0,0.0,10.0,0.0,4.03,1.0
62.0,1.0,1.0,3.0,1.0,0.55,0.0
28.0,1.0,0.0,2.0,0.0,0.08,1.0
39.0,0.0,1.0,9.0,0.0,0.22,0.0
30.0,0.0,1.0,6.0,1.0,0.17,1.0
59.0,1.0,1.0,2.0,1.0,0.95,1.0
30.0,0.0,1.0,11.0,0.0,1.01,1.0
37.0,1.0,1.0,1.0,0.0,-0.04,1.0
24.0,0.0,1.0,0.0,1.0,1.79,0.0
22.0,0.0,1.0,3.0,0.0,128.06,0.0
22.0,0.0,1.0,1.0,0.0,-0.21,1.0
22.0,0.0,1.0,3.0,0.0,1.24,1.0
31.0,0.0,1.0,1.0,0.0,-0.13,1.0
23.0,0.0,1.0,0.0,0.0,1.09,0.0
30.0,0.0,1.0,7.0,0.0,0.73,1.0
33.0,1.0,1.0,2.0,1.0,1.66,0.0
27.0,0.0,0.0,1.0,0.0,0.18,1.0
